City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
Flin Flon,40,CA,1970-01-01 00:00:01.556121600,43,54.77,-101.88,11.0,7.7
Natal,40,BR,1970-01-01 00:00:01.556125200,66,-5.81,-35.21,31.0,7.7
Progreso,75,UY,1970-01-01 00:00:01.556125289,64,-34.68,-56.22,21.0,5.1
Heihe,20,RU,1970-01-01 00:00:01.556121600,69,50.24,127.51,2.0,3.0
Mehamn,75,NO,1970-01-01 00:00:01.556121000,65,71.03,27.85,6.0,1.0
Knokke-Heist,58,BE,1970-01-01 00:00:01.556125704,76,51.33,3.33,17.78,8.2
Anqing,83,CN,1970-01-01 00:00:01.556125756,72,30.51,117.04,21.85,1.52
Puerto Escondido,5,MX,1970-01-01 00:00:01.556120460,69,15.86,-97.07,27.0,3.1
Barranca,100,PE,1970-01-01 00:00:01.556125757,88,-10.75,-77.76,20.85,6.21
Nhulunbuy,0,AU,1970-01-01 00:00:01.556123400,83,-12.18,136.78,27.0,3.6
Praia da Vitoria,40,PT,1970-01-01 00:00:01.556125260,55,38.73,-27.07,18.0,7.7
Alta Floresta,40,BR,1970-01-01 00:00:01.556121600,63,-9.87,-56.08,33.0,1.5
Varangaon,0,IN,1970-01-01 00:00:01.556125758,11,21.01,75.91,37.95,2.62
Port Hedland,74,AU,1970-01-01 00:00:01.556123400,60,-20.31,118.58,22.0,3.6
Dickinson,1,US,1970-01-01 00:00:01.556125631,42,46.88,-102.79,17.78,5.1
Port Hardy,20,CA,1970-01-01 00:00:01.556121600,70,50.7,-127.42,8.0,4.1
Tarrafal,40,CV,1970-01-01 00:00:01.556121600,54,15.28,-23.77,26.0,5.7
Shuangyang,0,CN,1970-01-01 00:00:01.556125759,89,25.0,118.61,24.85,0.39
Falun,0,SE,1970-01-01 00:00:01.556125233,23,60.61,15.63,17.22,8.2
Yushu,98,CN,1970-01-01 00:00:01.556125760,34,44.84,126.53,6.65,2.28
Luancheng,90,CN,1970-01-01 00:00:01.556121600,100,37.88,114.65,9.0,3.0
Olenegorsk,84,RU,1970-01-01 00:00:01.556125760,86,68.14,33.28,2.45,1.41
Richards Bay,52,ZA,1970-01-01 00:00:01.556125761,83,-28.77,32.06,24.55,9.01
Pitimbu,75,BR,1970-01-01 00:00:01.556121600,66,-7.47,-34.81,31.0,7.2
Angoche,100,MZ,1970-01-01 00:00:01.556125761,85,-16.23,39.91,24.75,2.46
Bemidji,1,US,1970-01-01 00:00:01.556125654,42,47.48,-94.89,20.56,5.1
Riyadh,0,SA,1970-01-01 00:00:01.556121600,12,24.63,46.72,24.0,4.6
Ovsyanka,0,RU,1970-01-01 00:00:01.556125762,77,53.58,126.91,-1.45,2.43
Bagotville,75,AU,1970-01-01 00:00:01.556125366,93,-28.98,153.42,19.0,4.1
Dukat,36,RS,1970-01-01 00:00:01.556125763,73,42.44,22.31,11.65,2.44
San Quintin,3,PH,1970-01-01 00:00:01.556125763,79,17.54,120.52,26.65,0.52
Atar,0,MR,1970-01-01 00:00:01.556125764,9,20.52,-13.05,33.45,3.79
Saint-Pierre,98,FR,1970-01-01 00:00:01.556125625,82,48.95,4.24,15.56,4.1
Hay River,20,CA,1970-01-01 00:00:01.556121600,86,60.82,-115.79,4.0,3.6
Nadym,87,RU,1970-01-01 00:00:01.556125767,83,65.53,72.51,-13.75,2.46
Baft,0,IR,1970-01-01 00:00:01.556125768,37,29.23,56.61,7.75,5.19
Balakovo,10,RU,1970-01-01 00:00:01.556125768,56,52.02,47.82,13.55,2.91
Lata,19,IN,1970-01-01 00:00:01.556125768,77,30.78,78.62,-0.95,3.94
Pangody,100,RU,1970-01-01 00:00:01.556125769,85,65.85,74.49,-15.75,2.2
Dakar,0,SN,1970-01-01 00:00:01.556123400,40,14.69,-17.45,31.0,5.7
Bhera,84,PK,1970-01-01 00:00:01.556125652,30,32.48,72.91,29.15,2.31
Glendive,1,US,1970-01-01 00:00:01.556123700,44,47.11,-104.71,16.0,3.1
Harrison,90,US,1970-01-01 00:00:01.556125763,51,39.26,-84.82,17.78,1.5
Harper,90,US,1970-01-01 00:00:01.556125295,87,30.3,-99.24,16.11,3.6
Dzilam Gonzalez,1,MX,1970-01-01 00:00:01.556125771,70,21.28,-88.93,28.35,4.44
Delta,1,US,1970-01-01 00:00:01.556125588,47,41.57,-84.01,15.0,2.1
Smithers,20,CA,1970-01-01 00:00:01.556121600,55,54.78,-127.17,2.0,1.5
Chuy,56,UY,1970-01-01 00:00:01.556125772,72,-33.69,-53.46,20.25,6.38
Bambous Virieux,40,MU,1970-01-01 00:00:01.556125741,83,-20.34,57.76,26.0,2.1
Bonavista,100,CA,1970-01-01 00:00:01.556125298,87,48.65,-53.11,-1.11,13.96
El Higo,67,MX,1970-01-01 00:00:01.556125773,48,21.77,-98.45,32.65,2.66
Lakes Entrance,67,AU,1970-01-01 00:00:01.556125648,94,-37.88,147.99,15.0,2.36
Oranjemund,0,ZA,1970-01-01 00:00:01.556125774,74,-28.55,16.43,16.75,4.28
Mollendo,39,PE,1970-01-01 00:00:01.556125775,85,-17.03,-72.02,21.25,7.29
Rio Grande,75,BR,1970-01-01 00:00:01.556121600,83,-32.03,-52.1,22.0,7.2
Narasannapeta,26,IN,1970-01-01 00:00:01.556125775,70,18.42,84.04,28.75,2.2
Kribi,100,CM,1970-01-01 00:00:01.556125776,78,2.94,9.91,29.05,6.59
Chongoyape,0,PE,1970-01-01 00:00:01.556121600,51,-6.64,-79.39,28.0,8.2
Lodja,52,CD,1970-01-01 00:00:01.556125776,59,-3.52,23.6,26.85,0.21
Lazaro Cardenas,40,MX,1970-01-01 00:00:01.556125539,45,28.39,-105.62,22.22,2.6
Port Augusta,40,AU,1970-01-01 00:00:01.556121600,77,-32.49,137.76,16.0,4.1
Narsaq,75,GL,1970-01-01 00:00:01.556121000,67,60.91,-46.05,-5.0,2.1
Kabinda,16,CD,1970-01-01 00:00:01.556125778,55,-6.14,24.49,26.75,0.49
Presidencia Roque Saenz Pena,82,AR,1970-01-01 00:00:01.556125696,78,-26.79,-60.44,27.15,0.76
Ullapool,4,GB,1970-01-01 00:00:01.556125506,80,57.9,-5.16,13.89,2.24
Vila Franca do Campo,20,PT,1970-01-01 00:00:01.556125763,55,37.72,-25.43,17.0,8.2
Tricase,5,IT,1970-01-01 00:00:01.556125469,82,39.93,18.36,19.0,4.1
Sayan,31,YE,1970-01-01 00:00:01.556125779,69,15.88,43.46,29.65,1.32
Mayo,75,CA,1970-01-01 00:00:01.556121600,76,63.59,-135.9,0.0,3.1
Perth,75,GB,1970-01-01 00:00:01.556125695,87,56.4,-3.43,10.56,6.7
Bani Walid,42,LY,1970-01-01 00:00:01.556125781,16,31.76,14.0,29.45,3.02
Pecos,90,US,1970-01-01 00:00:01.556125342,87,31.42,-103.49,13.89,1.5
Mandera,100,ET,1970-01-01 00:00:01.556125781,47,3.94,41.86,32.45,2.84
Honggang,99,CN,1970-01-01 00:00:01.556125782,95,29.51,114.87,20.75,0.26
Ibatiba,33,BR,1970-01-01 00:00:01.556125782,71,-20.23,-41.51,24.15,1.81
Lompoc,75,US,1970-01-01 00:00:01.556125539,93,34.64,-120.46,18.0,1.5
Mizdah,92,LY,1970-01-01 00:00:01.556125783,6,31.45,12.98,30.95,4.94
Sinnamary,95,GF,1970-01-01 00:00:01.556125783,82,5.38,-52.96,27.55,6.52
Pyaozerskiy,45,RU,1970-01-01 00:00:01.556125783,89,65.83,31.17,5.45,2.74
Vaasa,0,FI,1970-01-01 00:00:01.556125219,27,63.1,21.62,18.0,1.5
Samarkand,38,UZ,1970-01-01 00:00:01.556123400,100,39.65,66.98,7.0,2.65
Amapa,20,HN,1970-01-01 00:00:01.556125526,55,15.09,-87.97,33.33,1.99
Paamiut,98,GL,1970-01-01 00:00:01.556125785,73,61.99,-49.67,-6.15,16.64
Flinders,16,AU,1970-01-01 00:00:01.556125507,72,-34.58,150.85,18.0,5.1
Raposa,40,PT,1970-01-01 00:00:01.556125777,87,39.11,-8.58,17.0,9.3
Shingu,100,JP,1970-01-01 00:00:01.556125786,99,33.72,135.99,16.65,0.76
Akureyri,0,IS,1970-01-01 00:00:01.556121600,51,65.68,-18.09,15.0,3.6
Ryotsu,75,JP,1970-01-01 00:00:01.556121600,100,38.08,138.43,16.0,1.0
Sharya,0,RU,1970-01-01 00:00:01.556125787,73,58.37,45.52,10.95,2.26
Byron Bay,75,AU,1970-01-01 00:00:01.556125366,100,-28.65,153.62,19.0,1.41
Huntsville,1,US,1970-01-01 00:00:01.556125761,44,34.73,-86.59,26.67,1.5
Oltu,40,TR,1970-01-01 00:00:01.556125788,65,40.55,42.0,1.95,2.09
Thayetmyo,28,MM,1970-01-01 00:00:01.556125788,31,19.32,95.18,31.15,2.95
Acapulco,5,MX,1970-01-01 00:00:01.556120580,74,16.86,-99.88,27.0,3.1
Maragogi,60,BR,1970-01-01 00:00:01.556125789,74,-9.01,-35.22,28.35,4.91
Constitucion,75,MX,1970-01-01 00:00:01.556124616,15,23.99,-104.67,21.67,3.6
Carutapera,100,BR,1970-01-01 00:00:01.556125790,78,-1.2,-46.02,28.25,2.49
Baruun-Urt,67,MN,1970-01-01 00:00:01.556125790,35,46.68,113.28,0.25,2.57
Honiara,75,SB,1970-01-01 00:00:01.556121600,100,-9.43,159.96,25.0,2.1
Khani,0,GE,1970-01-01 00:00:01.556123400,62,41.96,42.96,14.0,4.1
Takoradi,100,GH,1970-01-01 00:00:01.556125791,84,4.89,-1.75,26.75,1.55
Amga,99,RU,1970-01-01 00:00:01.556125791,89,60.89,131.98,-3.05,1.81
Uray,100,RU,1970-01-01 00:00:01.556125792,94,60.13,64.8,-0.65,2.3
Okha,100,RU,1970-01-01 00:00:01.556125792,89,53.59,142.95,-1.15,6.76
Vila Velha,20,BR,1970-01-01 00:00:01.556125696,58,-3.71,-38.6,31.11,8.2
Batticaloa,96,LK,1970-01-01 00:00:01.556125784,82,7.71,81.69,25.65,0.2
Coihaique,0,CL,1970-01-01 00:00:01.556121600,75,-45.58,-72.07,9.0,3.1
Robertson,31,ZA,1970-01-01 00:00:01.556125793,90,-33.8,19.88,15.45,1.58
Sao Sebastiao,40,BR,1970-01-01 00:00:01.556121600,74,-3.15,-58.36,30.0,2.6
Vreden,90,DE,1970-01-01 00:00:01.556125719,31,52.04,6.82,26.0,6.7
Chenzhou,87,CN,1970-01-01 00:00:01.556125794,87,25.81,113.03,24.65,1.48
Sovetskiy,1,RU,1970-01-01 00:00:01.556125795,74,56.76,48.47,11.35,3.08
Bela,1,PK,1970-01-01 00:00:01.556125796,44,26.23,66.31,29.95,4.68
Banjar,100,ID,1970-01-01 00:00:01.556125796,97,-7.37,108.54,23.65,1.09
Senneterre,90,CA,1970-01-01 00:00:01.556121600,93,48.39,-77.24,2.0,5.7
Srednekolymsk,99,RU,1970-01-01 00:00:01.556125797,91,67.46,153.71,-3.15,2.79
Hambantota,85,LK,1970-01-01 00:00:01.556125786,72,6.12,81.12,29.35,1.87
Ondjiva,20,AO,1970-01-01 00:00:01.556121600,26,-17.07,15.73,34.0,1.5
Pajapan,40,MX,1970-01-01 00:00:01.556120520,62,18.26,-94.69,30.0,5.1
Sobolevo,0,RU,1970-01-01 00:00:01.556125798,51,54.43,31.9,14.05,0.9
Hamilton,75,CA,1970-01-01 00:00:01.556125488,61,43.26,-79.87,12.22,5.1
Chilmari,0,BD,1970-01-01 00:00:01.556125799,46,25.59,89.66,29.85,2.0
Masagua,40,GT,1970-01-01 00:00:01.556121600,66,14.2,-90.85,32.0,2.1
Lagoa,75,PT,1970-01-01 00:00:01.556125693,88,37.14,-8.45,17.0,8.2
Pimentel,75,BR,1970-01-01 00:00:01.556125801,87,-3.7,-45.5,28.95,1.32
Provideniya,88,RU,1970-01-01 00:00:01.556125801,89,64.42,-173.23,-10.35,1.03
Imbituba,75,BR,1970-01-01 00:00:01.556124300,94,-28.24,-48.67,23.0,2.1
Pathein,34,MM,1970-01-01 00:00:01.556125682,78,16.78,94.73,28.45,3.68
Sitrah,0,BH,1970-01-01 00:00:01.556123400,46,26.15,50.62,22.0,7.7
Tomatlan,100,MX,1970-01-01 00:00:01.556125802,39,19.93,-105.25,30.65,3.65
Vanimo,66,PG,1970-01-01 00:00:01.556125803,80,-2.67,141.3,28.45,4.39
Navalmoral de la Mata,100,ES,1970-01-01 00:00:01.556125601,87,39.89,-5.54,10.0,4.77
Zaysan,91,KZ,1970-01-01 00:00:01.556125803,55,47.47,84.87,9.65,1.91
Sao Joao da Barra,40,BR,1970-01-01 00:00:01.556121600,55,-21.64,-41.05,31.0,3.1
Fare,100,PF,1970-01-01 00:00:01.556125804,82,-16.7,-151.02,28.05,7.89
Leh,98,IN,1970-01-01 00:00:01.556125804,82,34.16,77.58,-2.85,0.34
Hofn,90,IS,1970-01-01 00:00:01.556121600,76,64.25,-15.21,11.0,6.7
Dwarka,20,IN,1970-01-01 00:00:01.556125207,32,28.58,77.04,35.56,3.1
Lucea,20,JM,1970-01-01 00:00:01.556125212,66,18.44,-78.17,29.0,7.2
Fairhope,1,US,1970-01-01 00:00:01.556125775,73,30.52,-87.9,23.89,1.5
Codrington,90,AU,1970-01-01 00:00:01.556125366,93,-28.95,153.24,19.0,0.5
Kastamonu,69,TR,1970-01-01 00:00:01.556125806,77,41.38,33.78,6.55,0.96
Katobu,95,ID,1970-01-01 00:00:01.556125807,94,-4.94,122.53,24.95,2.12
Grindavik,90,IS,1970-01-01 00:00:01.556123673,100,63.84,-22.43,9.44,4.6
Ibimirim,64,BR,1970-01-01 00:00:01.556125808,37,-8.54,-37.69,32.75,7.23
Kaeo,0,NZ,1970-01-01 00:00:01.556125685,86,-35.1,173.78,14.44,4.2
Ewa Beach,75,US,1970-01-01 00:00:01.556125765,73,21.32,-158.01,24.0,1.5
Ponta Delgada,20,PT,1970-01-01 00:00:01.556125763,55,37.73,-25.67,17.0,8.2
Turan,1,RU,1970-01-01 00:00:01.556125810,81,52.15,93.92,-2.15,0.72
Luganville,86,VU,1970-01-01 00:00:01.556125810,95,-15.51,167.18,23.15,1.91
Shimoda,75,JP,1970-01-01 00:00:01.556125616,93,34.7,138.93,19.0,4.1
Bainbridge,100,US,1970-01-01 00:00:01.556125527,39,30.9,-84.58,27.22,2.56
Soma,100,JP,1970-01-01 00:00:01.556125315,72,37.8,140.92,17.22,0.89
Galle,90,US,1970-01-01 00:00:01.556125806,93,29.74,-97.91,17.22,6.7
Daoukro,99,CI,1970-01-01 00:00:01.556125812,89,7.06,-3.97,26.35,1.91
Staryy Nadym,99,RU,1970-01-01 00:00:01.556125812,85,65.61,72.68,-13.55,2.07
Vao,0,EE,1970-01-01 00:00:01.556125813,51,59.1,26.19,13.55,2.46
Imeni Poliny Osipenko,99,RU,1970-01-01 00:00:01.556125813,88,52.42,136.49,-3.15,3.25
Batemans Bay,0,AU,1970-01-01 00:00:01.556125400,93,-35.71,150.18,17.22,0.89
Pangnirtung,20,CA,1970-01-01 00:00:01.556121600,54,66.15,-65.72,-17.0,6.7
Mackenzie,1,CA,1970-01-01 00:00:01.556121600,40,55.34,-123.09,2.0,4.1
Souillac,0,FR,1970-01-01 00:00:01.556125774,71,45.6,-0.6,16.67,6.2
Awjilah,0,LY,1970-01-01 00:00:01.556125814,9,29.14,21.3,31.95,5.38
Raymond,90,US,1970-01-01 00:00:01.556125812,67,43.04,-71.18,18.33,3.1
Vila,75,IT,1970-01-01 00:00:01.556125814,87,45.18,8.4,17.22,4.6
Oskemen,75,KZ,1970-01-01 00:00:01.556123400,49,49.96,82.61,7.0,1.0
Pogranichnyy,100,RU,1970-01-01 00:00:01.556125816,43,44.41,131.38,1.55,2.04
Nuuk,75,GL,1970-01-01 00:00:01.556121000,62,64.17,-51.74,-7.0,8.7
Muros,75,ES,1970-01-01 00:00:01.556125789,81,42.77,-9.06,14.44,5.7
Grobina,3,LV,1970-01-01 00:00:01.556122800,19,56.54,21.17,21.0,4.6
Todos Santos,20,MX,1970-01-01 00:00:01.556125282,60,23.45,-110.23,27.78,4.91
Sao Felix do Xingu,100,BR,1970-01-01 00:00:01.556125705,62,-6.64,-51.99,30.55,1.72
San Vicente,75,SV,1970-01-01 00:00:01.556124600,78,13.64,-88.78,28.0,2.6
Rorvik,0,NO,1970-01-01 00:00:01.556122800,27,64.86,11.24,18.0,3.6
Shalinskoye,12,RU,1970-01-01 00:00:01.556125820,53,55.72,93.76,3.15,2.16
Gandorhun,51,SL,1970-01-01 00:00:01.556125820,28,8.44,-10.86,35.45,0.86
Nabire,100,ID,1970-01-01 00:00:01.556125820,99,-3.36,135.5,22.45,0.8
Madras,1,US,1970-01-01 00:00:01.556125815,62,44.63,-121.13,16.67,1.5
Stromness,40,CA,1970-01-01 00:00:01.556125804,65,42.87,-79.55,12.22,6.7
Lasa,0,CY,1970-01-01 00:00:01.556125221,59,34.92,32.53,19.0,6.2
Dumas,0,IN,1970-01-01 00:00:01.556123400,70,21.09,72.71,29.0,8.83
Meulaboh,99,ID,1970-01-01 00:00:01.556125822,72,4.14,96.13,29.65,3.24
Pontes e Lacerda,95,BR,1970-01-01 00:00:01.556125822,83,-15.23,-59.33,28.45,2.31
Tual,100,ID,1970-01-01 00:00:01.556125822,80,-5.67,132.75,29.25,7.78
Kita,75,JP,1970-01-01 00:00:01.556125814,93,35.76,139.74,20.0,7.7
Barmer,1,IN,1970-01-01 00:00:01.556125823,25,25.74,71.4,32.75,6.06
Karratha,17,AU,1970-01-01 00:00:01.556125824,31,-20.74,116.85,28.15,3.28
Zakamensk,11,RU,1970-01-01 00:00:01.556125824,62,50.38,103.29,-3.45,0.65
Barabai,95,ID,1970-01-01 00:00:01.556125824,96,-2.59,115.38,23.95,0.34
Kirkenes,75,NO,1970-01-01 00:00:01.556122800,80,69.73,30.05,5.0,1.5
State College,1,US,1970-01-01 00:00:01.556125759,44,40.79,-77.86,16.67,5.7
Ust-Maya,39,RU,1970-01-01 00:00:01.556125825,86,60.42,134.54,-3.65,1.28
Ayorou,52,NE,1970-01-01 00:00:01.556125825,24,14.73,0.92,38.05,1.83
Kasongo-Lunda,97,CD,1970-01-01 00:00:01.556125826,53,-6.48,16.82,26.55,0.89
Alice Springs,0,AU,1970-01-01 00:00:01.556123400,50,-23.7,133.88,14.0,3.1
Golden,40,CA,1970-01-01 00:00:01.556121600,70,51.3,-116.96,8.0,3.6
Rocha,9,UY,1970-01-01 00:00:01.556125616,58,-34.48,-54.34,20.35,4.51
Omboue,100,GA,1970-01-01 00:00:01.556125827,84,-1.57,9.26,28.25,4.0
Tiznit,1,MA,1970-01-01 00:00:01.556125827,76,29.7,-9.73,17.55,6.92
Chernyshevskiy,90,RU,1970-01-01 00:00:01.556125828,89,63.01,112.47,-0.75,4.22
Bumba,55,CD,1970-01-01 00:00:01.556125828,41,2.18,22.47,29.95,1.3
Urusha,0,RU,1970-01-01 00:00:01.556125828,82,54.05,122.9,-5.35,1.44
North Bend,40,US,1970-01-01 00:00:01.556125819,66,43.41,-124.22,12.22,1.5
Eureka,90,US,1970-01-01 00:00:01.556125648,93,40.8,-124.16,14.44,3.1
Huambo,75,AO,1970-01-01 00:00:01.556121600,83,-12.78,15.73,22.0,1.5
Egvekinot,4,RU,1970-01-01 00:00:01.556125698,88,66.32,-179.17,-14.25,2.91
Nioro,0,GM,1970-01-01 00:00:01.556125830,12,13.79,-15.05,38.75,2.92
Galion,1,US,1970-01-01 00:00:01.556125825,47,40.73,-82.79,15.56,2.1
Sur,0,OM,1970-01-01 00:00:01.556125831,56,22.57,59.53,27.95,1.36
Sabang,26,PH,1970-01-01 00:00:01.556125832,75,13.72,123.58,27.25,4.33
Nishihara,90,JP,1970-01-01 00:00:01.556125814,93,35.74,139.53,20.0,5.1
Mozarlandia,34,BR,1970-01-01 00:00:01.556125682,51,-14.74,-50.57,32.45,2.32
Sawtell,75,AU,1970-01-01 00:00:01.556125693,93,-30.38,153.1,17.0,1.5
Waipawa,47,NZ,1970-01-01 00:00:01.556125517,95,-39.94,176.59,12.22,1.86
Tete,40,MZ,1970-01-01 00:00:01.556121600,65,-16.16,33.59,27.0,2.6
Killybegs,0,IE,1970-01-01 00:00:01.556125024,72,54.63,-8.45,16.0,5.7
Tripoli,40,GR,1970-01-01 00:00:01.556125564,49,37.51,22.37,20.0,2.08
Kachiry,100,KZ,1970-01-01 00:00:01.556125727,47,53.07,76.1,11.55,5.49
Yeppoon,90,AU,1970-01-01 00:00:01.556123400,88,-23.13,150.74,21.0,5.1
Bafq,0,IR,1970-01-01 00:00:01.556125835,28,31.6,55.4,9.95,7.65
Baherden,85,TM,1970-01-01 00:00:01.556125836,79,38.44,57.43,4.35,3.01
Teahupoo,75,PF,1970-01-01 00:00:01.556125392,88,-17.83,-149.27,26.0,2.1
Gordeyevka,0,RU,1970-01-01 00:00:01.556125836,46,52.96,31.97,14.25,0.88
Salinopolis,100,BR,1970-01-01 00:00:01.556125837,76,-0.61,-47.36,28.65,5.59
Yaan,100,NG,1970-01-01 00:00:01.556125837,52,7.38,8.57,30.55,1.95
Maceio,75,BR,1970-01-01 00:00:01.556125200,51,-9.67,-35.74,30.0,5.7
Rivadavia,60,AR,1970-01-01 00:00:01.556125838,42,-31.53,-68.59,13.85,2.68
Sitka,0,US,1970-01-01 00:00:01.556125264,37,37.17,-99.65,18.89,0.45
Akonolinga,69,CM,1970-01-01 00:00:01.556125839,92,3.77,12.24,22.85,1.26
Ahuimanu,40,US,1970-01-01 00:00:01.556125836,69,21.44,-157.84,24.0,3.6
Emerald,90,AU,1970-01-01 00:00:01.556125398,100,-23.53,148.16,20.0,4.1
Cheremnoye,0,RU,1970-01-01 00:00:01.556123400,31,53.17,83.21,9.0,3.0
Agadez,1,NE,1970-01-01 00:00:01.556121360,4,16.97,7.99,38.0,2.1
Llanelli,100,GB,1970-01-01 00:00:01.556125809,93,51.68,-4.16,12.22,5.1
Klyuchi,100,RU,1970-01-01 00:00:01.556125841,43,52.25,79.17,11.15,3.78
Melnikovo,75,RU,1970-01-01 00:00:01.556125233,50,56.55,84.09,6.11,1.34
Phan Thiet,63,VN,1970-01-01 00:00:01.556125841,87,10.93,108.1,24.55,2.21
Bilibino,49,RU,1970-01-01 00:00:01.556125842,81,68.06,166.44,-12.65,3.21
Marsa Matruh,0,EG,1970-01-01 00:00:01.556121600,68,31.35,27.25,19.0,5.1
Mantua,40,IT,1970-01-01 00:00:01.556125814,77,45.16,10.79,19.44,3.1
Unai,50,BR,1970-01-01 00:00:01.556125776,65,-16.36,-46.91,26.75,3.44
Marzuq,16,YE,1970-01-01 00:00:01.556125843,19,14.4,46.47,26.85,5.03
Boden,0,SE,1970-01-01 00:00:01.556122800,57,65.83,21.69,10.0,2.6
Comodoro Rivadavia,0,AR,1970-01-01 00:00:01.556121600,48,-45.87,-67.48,16.0,2.1
Bobrovytsya,0,UA,1970-01-01 00:00:01.556123400,46,50.75,31.38,17.0,2.0
Verkhoyansk,86,RU,1970-01-01 00:00:01.556125844,81,67.55,133.39,-3.05,5.46
Chifeng,100,CN,1970-01-01 00:00:01.556125845,49,42.27,118.96,2.95,2.13
Bakchar,100,RU,1970-01-01 00:00:01.556125845,69,57.02,82.07,6.85,3.54
Hastings,47,NZ,1970-01-01 00:00:01.556125845,98,-39.64,176.84,13.65,1.86
Jining,88,CN,1970-01-01 00:00:01.556125191,76,35.41,116.58,21.67,8.03
Groa,70,FR,1970-01-01 00:00:01.556125686,66,48.67,-4.14,15.0,8.7
Bhag,52,PK,1970-01-01 00:00:01.556125846,22,29.04,67.82,35.25,1.35
Namibe,20,AO,1970-01-01 00:00:01.556121600,64,-15.19,12.15,22.0,5.1
Santa Ines,90,EC,1970-01-01 00:00:01.556125211,76,-0.82,-78.63,14.0,1.0
Crotone,0,IT,1970-01-01 00:00:01.556121000,77,39.09,17.12,18.0,3.1
Taltal,1,CL,1970-01-01 00:00:01.556125848,69,-25.41,-70.49,18.65,3.54
Nizwa,0,OM,1970-01-01 00:00:01.556125848,22,22.93,57.53,28.25,1.1
Kampong Thum,100,KH,1970-01-01 00:00:01.556125849,65,12.71,104.89,31.25,2.52
Bethanien,0,NA,1970-01-01 00:00:01.556125849,4,-26.5,17.16,20.65,4.45
Kenai,20,US,1970-01-01 00:00:01.556125624,59,60.55,-151.26,3.89,2.1
Songjianghe,94,CN,1970-01-01 00:00:01.556125850,45,42.18,127.48,2.45,1.15
Soyo,20,AO,1970-01-01 00:00:01.556121600,79,-6.13,12.37,30.0,3.1
Bunia,87,CD,1970-01-01 00:00:01.556125850,59,1.56,30.25,23.95,1.96
Calama,0,CL,1970-01-01 00:00:01.556125292,28,-22.46,-68.93,20.0,8.2
Morros,75,BR,1970-01-01 00:00:01.556125200,83,-2.87,-44.04,29.0,3.1
Rundu,72,NA,1970-01-01 00:00:01.556121600,31,-17.91,19.77,31.0,1.5
Tekeli,81,KZ,1970-01-01 00:00:01.556125852,66,44.86,78.76,14.65,2.36
Opuwo,8,NA,1970-01-01 00:00:01.556125852,24,-18.06,13.84,26.65,5.34
Houston,90,US,1970-01-01 00:00:01.556125562,88,29.76,-95.37,23.33,2.6
Tosya,49,TR,1970-01-01 00:00:01.556125746,65,41.02,34.04,7.45,1.69
Rudnyy,0,KZ,1970-01-01 00:00:01.556123400,49,52.96,63.12,8.0,4.0
Severo-Yeniseyskiy,100,RU,1970-01-01 00:00:01.556125799,91,60.37,93.04,-1.35,2.89
Ilhabela,0,BR,1970-01-01 00:00:01.556125813,79,-23.78,-45.36,25.75,1.77
Trabzon,0,TR,1970-01-01 00:00:01.556124600,87,41.01,39.72,11.11,3.6
Mersing,79,MY,1970-01-01 00:00:01.556125854,86,2.43,103.84,25.45,0.15
Kandrian,90,PG,1970-01-01 00:00:01.556125854,94,-6.21,149.55,23.85,0.97
Te Anau,86,NZ,1970-01-01 00:00:01.556125854,95,-45.41,167.72,5.65,1.5
Itaituba,40,BR,1970-01-01 00:00:01.556121600,70,-4.26,-55.99,31.0,5.1
Dire Dawa,100,ET,1970-01-01 00:00:01.556125855,67,9.59,41.86,21.55,1.8
Vestmannaeyjar,90,IS,1970-01-01 00:00:01.556119860,100,63.44,-20.27,8.0,14.4
Kansanshi,20,ZM,1970-01-01 00:00:01.556125856,84,-12.1,26.43,18.55,1.81
Cherskiy,100,RU,1970-01-01 00:00:01.556125856,92,68.75,161.3,-3.85,4.9
Yurimaguas,90,PE,1970-01-01 00:00:01.556121600,100,-5.9,-76.1,25.0,2.6
Sainte-Marie,90,CA,1970-01-01 00:00:01.556125830,86,46.45,-71.03,4.44,9.8
Qeshm,0,IR,1970-01-01 00:00:01.556123400,65,26.96,56.27,25.0,6.2
Coueron,75,FR,1970-01-01 00:00:01.556125744,54,47.22,-1.72,15.0,7.7
Can Tho,20,VN,1970-01-01 00:00:01.556123400,94,10.04,105.78,27.0,1.0
Kargasok,100,RU,1970-01-01 00:00:01.556125858,95,59.06,80.87,-0.05,2.74
Lakselv,75,NO,1970-01-01 00:00:01.556122800,86,70.05,24.96,6.0,1.5
Matagami,100,NG,1970-01-01 00:00:01.556125859,51,9.67,8.4,27.25,0.93
Tanete,100,ID,1970-01-01 00:00:01.556125859,79,-3.94,119.78,27.75,5.55
Davila,0,PH,1970-01-01 00:00:01.556125859,80,18.47,120.58,27.85,2.68
Mahon,75,IE,1970-01-01 00:00:01.556125779,81,51.89,-8.4,11.11,5.7
Kindu,82,CD,1970-01-01 00:00:01.556125860,65,-2.95,25.92,26.65,0.68
Keokuk,90,US,1970-01-01 00:00:01.556125737,76,40.4,-91.39,13.0,3.1
Qazvin,0,IR,1970-01-01 00:00:01.556121600,48,36.28,50.01,5.0,1.0
Tulum,75,MX,1970-01-01 00:00:01.556125821,66,20.21,-87.46,29.44,6.2
